
"Bielsko-Biała, ul. Krakowska 23 - dach bloku mieszkalnego [SLK:BT22661:L1800]"
"Bielsko-Biała, ul. ks. Brzóski 3 - kościół [SLK:BT24433:L1800]"
"Bielsko-Biała, ul. Langiewicza - maszt Plusa - teren firmy AQUA [SLK:BT22126:L1800]"
"Bielsko-Biała, ul. Leszczyńska 20 - C.H. Gemini Park [SLK:BT20573:L900]"
"Bielsko-Biała, ul. Leszczyńska 63 [SLK:BT20303:L1800]"
"Bielsko-Biała, ul. Michałowicza 12 - budynek handlowo-usługowy [SLK:BT22663:L1800]"
"Bielsko-Biała, ul. Międzyrzecka 230 - maszt Plusa [SLK:BT24598:L1800]"
"Bielsko-Biała, ul. Młodzieżowa 21 - dach Beskidzkiego Centrum Medycznego [SLK:BT24431:L1800]"
"Bielsko-Biała, ul. Mostowa 5 - Galeria Sfera I [SLK:BT24098:L1800]"
"Bielsko-Biała, ul. Oświęcimska 22 - maszt Plusa [SLK:BT22123:L1800]"
"Bielsko-Biała, ul. Partyzantów 63 - maszt na dachu magazynu Agata Meble [SLK:BT20486:L1800]"
"Bielsko-Biała, ul. Piastowska 40 - dach Starostwa Powiatowego [SLK:BT24031:L1800]"
"Bielsko-Biała, ul. Piastów Śląskich 10a - dach budynku poprzemysłowego [SLK:BT22664:L1800]"
"Bielsko-Biała, ul. Piekarska 20 - dach budynku dawnej piekarni [SLK:BT22125:L1800]"
"Bielsko-Biała, ul. Sarni Stok 27F - maszt na dachu hurtowni EDPOL [SLK:BT24996:L1800]"
"Bielsko-Biała, ul. Wapienicka 6 - maszt Plusa [SLK:BT22665:L1800]"
"Bielsko-Biała, ul. Wyzwolenia 336 - kościół [SLK:BT22853:L1800]"
"Bielsko-Biała, ul. Wzgórze 5 - dach budynku Społem [SLK:BT22124:L1800]"
"Bieruń, ul. Granitowa 16 - elewacja wieży wyciągowej [SLK:BT24018:L1800]"
"Bieruń, ul. Klasztorna - wieża wodna [SLK:BT22537:L1800]"
"Bieruń, ul. Nobla 1 - komin ZTS Nitron-Erg [SLK:BT20622:L1800]"
"Biskupice (Pilica), maszt T-Mobile [SLK:BT24004:L900]"
"Blachownia, ul. Dworcowa - maszt Plusa [SLK:BT22256:L1800]"
"Bojszowy, ul. Pancerniaków 83 - maszt Plusa [SLK:BT24022:L1800]"
"Brenna, maszt Emitel TSR [SLK:BT22432:L1800]"
"Brusiek, maszt Plusa [SLK:BT22752:L900]"
"Brynek, ul. Pyskowicka - maszt Plusa [SLK:BT22209:L1800]"
"Buczkowice, ul. Bielska 1191 - maszt T-Mobile [SLK:BT20961:L1800]"
"Bujaków, ul. Zdrojowa - maszt Plusa [SLK:BT22199:L1800]"
"Bycina, maszt Plusa [SLK:BT24494:L1800]"
"Bystra, ul. Fałata 2 - dach budynku Specjalistycznego Zespołu Chorób Płuc i Gruźlicy [SLK:BT22127:L1800]"
"Bytom, pl. Akademicki 17 - budynek Śląskiej Akademii Medycznej [SLK:BT24398:L1800]"
"Bytom, pl. Klasztorny 5 - kościół Św. Wojciecha [SLK:BT24826:L1800]"
"Bytom, ul. Batorego 15 - szpital [SLK:BT22671:L1800]"
"Bytom, ul. Chełmońskiego 18 - wieża kościoła [SLK:BT20870:L1800]"
"Bytom, ul. Chorzowska 21 - kościół [SLK:BT22897:L1800]"
"Bytom, ul. Chorzowska 86 - pylon reklamowy Tesco [SLK:BT24768:L1800]"
"Bytom, ul. Cyryla i Metodego 38 - przychodnia [SLK:BT22721:L1800]"
"Bytom, ul. Energetyki 11 - maszt Plusa ne terenie EC Miechowice [SLK:BT22833:L1800]"
"Bytom, ul. Felińskiego 26-30 - blok [SLK:BT20846:L1800]"
"Bytom, ul. Floriańska 2-4 - budynek mieszkalny [SLK:BT24829:L1800]"
"Bytom, ul. Frenzla - maszt Plusa na terenie kopalni Miechowice - szyb północny [SLK:BT22009:L1800]"
"Bytom, ul. Gombrowicza - wieża ciśnień [SLK:BT22934:L1800]"
"Bytom, ul. Konstytucji 61 - betonowy komin zakłady Petralana [SLK:BT22906:L1800]"
"Bytom, ul. Ks. Karola Koziołka 3 - kościół [SLK:BT24830:L1800]"
"Bytom, ul. Legionów 10 - szpital [SLK:BT22928:L1800]"
"Bytom, ul. Łokietka 17 - tymczasowy maszt Plusa [SLK:BT22933:L1800]"
"Bytom, ul. Moniuszki 9 - kamienica [SLK:BT24238:L1800]"
"Bytom, ul. Piłsudskiego 57 / Chrobrego - maszt na budynku [SLK:BT24239:L1800]"
"Bytom, ul. Racławicka 16-18 - budynek mieszkalny [SLK:BT22930:L1800]"
"Bytom, ul. Składowa 33 - maszt Plusa koło lodowiska Polonia Bytom [SLK:BT22929:L1800]"
"Bytom, ul. Strzelców Bytomskich 165 - komin kopalni Powstańców Śląskich [SLK:BT24246:L1800]"
"Bytom, ul. Świętochłowicka 5 - maszt na budynku biurowym [SLK:BT20631:L1800]"
"Bytom, ul. Wrocławska 94 - budynek koło US Bytom [SLK:BT20860:L1800]"
"Bytom, ul. Zabrzańska 93 - dach internatu [SLK:BT22632:L1800]"
"Chełm Śląski, ul. Techników 16 - dach bloku mieszkalnego [SLK:BT24006:L1800]"
"Chorzów, ul. Armii Krajowej 37 - budynek [SLK:BT22945:L1800]"
"Chorzów, ul. Bożogrobców 31 - wieża kościoła rzym.-kat. p.w. św. Józefa [SLK:BT22946:L1800]"
"Chorzów, ul. Bożogrobców 31 - wieża kościoła rzym.-kat. p.w. św. Józefa [SLK:BT22946:L1800]"
"Chorzów, ul. Czempiela 2 - blok [SLK:BT22014:L1800]"
"Chorzów, ul. Gałeczki 59 [SLK:BT24699:L1800]"
"Chorzów, ul. Główna / Maciejkowicka - strunobetonowy maszt T-Mobile [SLK:BT20270:L1800]"
"Chorzów, ul. Hajducka 82 - dach budynku (3 p.) [SLK:BT26075:L1800]"
"Chorzów, ul. Katowicka 10 - strunobetonowy maszt T-Mobile [SLK:BT20461:L1800]"
"Chorzów, ul. Katowicka 104 - biurowiec Konstal [SLK:BT22023:L2600]"
"Chorzów, ul. Katowicka 47 - Silesia Office Center [SLK:BT20427:L1800]"
"Chorzów, ul. Kochanowskiego 15-17 - blok mieszkalny [SLK:BT24701:L1800]"
"Chorzów, ul. Konopnickiej 1 - dach Teatru Rozrywki [SLK:BT20386:L1800]"
"Chorzów, ul. Maronia 44 - biurowiec ELKOP [SLK:BT20732:L1800]"
"Chorzów, ul. Pawła Dombka 11 [SLK:BT24696:L1800]"
"Chorzów, ul. Piekarska 1/3 - maszt T-Mobile [SLK:BT20273:L1800]"
"Chorzów, ul. Powstańców 13 - Kościół ewangelicko-augsburski [SLK:BT22619:L1800]"
"Chorzów, ul. Składowa 30 - maszt P4 na terenie serwisu VOLVO [SLK:BT20426:L1800]"
"Chorzów, ul. Wolności 110/112 [SLK:BT24258:L1800]"
"Chorzów, ul. Żołnierzy Września 9 - dach bloku mieszkalnego 10p. [SLK:BT24697:L1800]"
"Chudów, ul. Szkolna 72 - wieża kościoła NMP Królowej Aniołów [SLK:BT24096:L1800]"
"Chybie, ul. Cieszyńska 6 - maszt Plusa na terenie cukrowni [SLK:BT24128:L1800]"
"Cieszyn, ul. Bielska 4 - komin ciepłowni Szpitala Śląskiego [SLK:BT22415:L1800]"
"Cieszyn, ul. Bucewicza 18 - Hotel Gambit [SLK:BT24873:L1800]"
"Cieszyn, ul. Stawowa 71 - dach wieżowca Elektrometal S.A. [SLK:BT24225:L1800]"
"Cisiec, Mała Barania Góra - maszt Plusa [SLK:BT22940:L1800]"
"Cisownica, Cisownica 32 - kościół [SLK:BT22760:L1800]"
"Cykarzew Północny, ul. Rumiankowa 14 - maszt Plusa [SLK:BT22927:L1800]"
"Czaniec, ul. kard. Karola Wojtyły - maszt Plusa [SLK:BT24306:L1800]"
"Czechowice-Dziedzice, ul. Legionow 243a - komin EC (wyższy) [SLK:BT22121:L1800]"
"Czechowice-Dziedzice, ul. Legionów 59 - dach budynku przemysłowego [SLK:BT20444:L1800]"
"Czechowice-Dziedzice, ul. Łukowa 39 - hotel Gościniec [SLK:BT24144:L1800]"
"Czechowice-Dziedzice, ul. Narutowicza 38 - strunobetonowy maszt Plusa [SLK:BT20443:L1800]"
"Czeladź, ul. Będzińska 80 - maszt reklamowy obok hipermarketu M1 [SLK:BT22030:L1800]"
"Czeladź, ul. Nowopogońska 227 - Piaski - budynek firmy PEG (dawna kopalnia Saturn) [SLK:BT22686:L1800]"
"Czeladź, ul. Nowopogońska 98 - dach budynku przemysłowego [SLK:BT24969:L1800]"
"Czeladź, ul. Saturnowska 5 - maszt Plusa [SLK:BT24375:L1800]"
"Czeladź, ul. Sportowa 2 - hala sportowa [SLK:BT22383:L1800]"
"Czeladź, ul. Staszica [SLK:BT20729:L1800]"
"Czeladź, ul. Szpitalna 40 - Szpital Miejski [SLK:BT20853:L1800]"
"Czerwionka-Leszczyny, ul. 3 Maja 44 - Koksownia Dębieńsko - komin [SLK:BT20887:L1800]"
"Częstochowa, al. Kościuszki 6 [SLK:BT24939:L1800]"
"Częstochowa, al. Wojska Polskiego 82 - maszt Plusa (pd) [SLK:BT22654:L1800]"
"Częstochowa, ul. 1 Maja 19 - komin Wełnopolu [SLK:BT22708:L1800]"
"Częstochowa, ul. Armii Krajowej 17 [SLK:BT24944:L1800]"
"Częstochowa, ul. Bialska 101/118 - maszt PTK Centertel [SLK:BT26150:L1800]"
"Częstochowa, ul. Dąbrowskiego 18 - budynek mieszkalny [SLK:BT22491:L1800]"
"Częstochowa, ul. Dekabrystów 41 [SLK:BT22150:L1800]"
"Częstochowa, ul. kard. Wyszyńskiego 54/60 - maszt SLR Emitela [SLK:BT24217:L1800]"
"Częstochowa, ul. Kisielewskiego 18/28 - komin CSM MLECZGAL [SLK:BT20884:L1800]"
"Częstochowa, ul. Kościelna 53/63 - wieża kościoła [SLK:BT20658:L1800]"
"Częstochowa, ul. Krakowska 4 - kamienica [SLK:BT22474:L1800]"
"Częstochowa, ul. Kraszewskiego 20/26 [SLK:BT22655:L1800]"
"Częstochowa, ul. Krótka 27a - maszt na budynku biurowym [SLK:BT24715:L1800]"
"Częstochowa, ul. Ks.J.Popiełuszki 2 - Hotel Mercure [SLK:BT22066:L1800]"
"Częstochowa, ul. Kucelińska 22 - maszt Plusa [SLK:BT20249:L1800]"
"Częstochowa, ul. Legionów 63 - budynek TRW [SLK:BT22741:L1800]"
"Częstochowa, ul. Leśna 3 - maszt PTK Centertel [SLK:BT22978:L1800]"
"Częstochowa, ul. Orzechowskiego 7 [SLK:BT20537:L1800]"
"Częstochowa, ul. Palmowa 25A - wieża Emitela - TON Błeszno [SLK:BT24147:L1800]"
"Częstochowa, ul. Podkolejowa 45/47 - maszt Plusa [SLK:BT22149:L1800]"
"Częstochowa, ul. Połaniecka/Zielna - komin kotlowni [SLK:BT22062:L1800]"
"Częstochowa, ul. Przejazdowa 2 - komin Wigolen S.A. [SLK:BT24349:L1800]"
"Częstochowa, ul. Radomska 4 - maszt Plusa [SLK:BT22148:L1800]"
"Częstochowa, ul. Rejtana 37/39 - komin MPEC [SLK:BT22065:L1800]"
"Częstochowa, ul. Rydza-Śmigłego 36/38 - maszt Plusa [SLK:BT26070:L1800]"
"Częstochowa, ul. Sobieskiego 9 - Urząd Wojewódzki [SLK:BT22923:L1800]"
"Częstochowa, ul. Śląska 11/13 - Urząd Miasta [SLK:BT22922:L1800]"
"Częstochowa, ul. Wały Dwernickiego 293/297 - maszt PTK Centertel [SLK:BT24716:L1800]"
"Częstochowa, ul. Wręczycka - maszt T-Mobile [SLK:BT22979:L1800]"
"Częstochowa, ul. Żyzna 15 - Przeds. Prod-Usł. EL-SAB Sp. z o.o. [SLK:BT24146:L1800]"
"Dąbrowa Górnicza, al. Zagłębia Dąbrowskiego 15 - maszt Plusa przy PKP [SLK:BT24071:L1800]"
"Dąbrowa Górnicza, al. Zwycięstwa 97 - komin kotłowni [SLK:BT20551:L1800]"
"Dąbrowa Górnicza, Okradzionów - maszt Plusa przy cmentarzu [SLK:BT22990:L1800]"
"Dąbrowa Górnicza, pl. Wolności 1 - Pałac Kultury Zagłębia [SLK:BT22029:L1800]"
"Dąbrowa Górnicza, ul. 3 Maja 28 - blok mieszkalny [SLK:BT24925:L1800]"
"Dąbrowa Górnicza, ul. Aleksandra Puszkina 41 - budynek przemysłowy [SLK:BT26051:L1800]"
"Dąbrowa Górnicza, ul. Chemiczna 6 - komin ERG [SLK:BT22312:L1800]"
"Dąbrowa Górnicza, ul. Chopina 72 - budynek obok szpitala miejskiego [SLK:BT22589:L1800]"
"Dąbrowa Górnicza, ul. Graniczna - maszt na budynku vis-a-vis Urzędu Miejskiego [SLK:BT24927:L1800]"
"Dąbrowa Górnicza, ul. Kasprzaka - pylon reklamowy na terenie firmy KEM [SLK:BT24070:L1800]"
"Dąbrowa Górnicza, ul. Koksownicza 1 - Koksownia Przyjaźń [SLK:BT20354:L1800]"
"Dąbrowa Górnicza, ul. Kołłątaja 24 - maszt na budynku [SLK:BT24926:L1800]"
"Dąbrowa Górnicza, ul. Kosmonautów 1 - dach bloku mieszkalnego 10p. [SLK:BT24928:L1800]"
"Dąbrowa Górnicza, ul. Piłsudskiego 92 - Arcelor Mittal [SLK:BT20956:L1800]"
"Dąbrowa Górnicza, ul. Podlesie 3 - komin byłych zakładów mięsnych [SLK:BT22031:L1800]"
"Dąbrowa Górnicza, ul. Szałasowizna 13 - maszt Plusa przy oczyszczalni ścieków [SLK:BT22502:L1800]"
"Dąbrowa Górnicza, ul. Sztorcowa 21 - maszt Plusa [SLK:BT22988:L1800]"
"Dębowa Góra, Dębowa Góra 1 - maszt Plusa [SLK:BT22748:L1800]"
"Dzięgielów, Dzięgielów 257 - maszt na budynku Ewangelickiego Domu Opieki EMAUS [SLK:BT22757:L900]"
"Garnek, ul. Lisia - maszt Plusa [SLK:BT22984:L900]"
"Gierałtowice, ul. ks. Roboty 48 - maszt Emitel - SLR [SLK:BT20921:L1800]"
"Glinka, maszt Emitel - ZRiT - g. Kubiesówka [SLK:BT22868:L1800]"
"Gliwice, ul. Centaura 13-19 - budynek mieszkalny [SLK:BT24109:L1800]"
"Gliwice, ul. Chorzowska 3 - maszt na budynku [SLK:BT20874:L1800]"
"Gliwice, ul. Daszyńskiego 550 - wieża ciśnień [SLK:BT22606:L1800]"
"Gliwice, ul. Gaudiego 7 - maszt WASKO S.A. na terenie SSE [SLK:BT24472:L1800]"
"Gliwice, ul. Grottgera 66 - budynek mieszkalny [SLK:BT24721:L1800]"
"Gliwice, ul. Jana Pawła II 2 - budynek PZU [SLK:BT20539:L900]"
"Gliwice, ul. Karolinki 58 - Jednostka Wojskowa [SLK:BT20019:L1800]"
"Gliwice, ul. Lipowa 1 - CH Forum [SLK:BT20169:L900]"
"Gliwice, ul. Żurawia 4 - komin [SLK:BT20320:L1800]"
"Gliwice, ul. Mechaników 9 - dach biurowca BUMAR LABEDY S.A. [SLK:BT24493:L1800]"
"Gliwice, ul. Paderewskiego 54 [SLK:BT24723:L1800]"
"Gliwice, ul. Przyszowska 36 [SLK:BT22650:L1800]"
"Gliwice, ul. Pszczyńska 206 - Carbochem - dach ceglanego budynku [SLK:BT20632:L1800]"
"Gliwice, ul. Pszczyńska 215 - budynek domu meblowego AGATA [SLK:BT24458:L900]"
"Gliwice, ul. Pszczyńska 37 - KOMAG [SLK:BT24049:L1800]"
"Gliwice, ul. Rolników 148 - wieża kościoła [SLK:BT22470:L1800]"
"Gliwice, ul. Rybnicka 43 - maszt tymczasowy obok BP [SLK:BT22513:L1800]"
"Gliwice, ul. Stabika 9 - kościół [SLK:BT22649:L1800]"
"Gliwice, ul. Sztabu Powstańczego 78 [SLK:BT24722:L1800]"
"Gliwice, ul. Śliwki 86 - komin SFW Energia [SLK:BT22331:L1800]"
"Gliwice, ul. Św. Małgorzaty 1 - maszt Plusa [SLK:BT24143:L1800]"
"Gliwice, ul. Świętokrzyska 2 - biurowiec [SLK:BT20213:L1800]"
"Gliwice, ul. Tarnogórska 129 - drewniana wieża radiostacji gliwickiej [SLK:BT22002:L1800]"
"Gliwice, ul. Wrocławska 1 - maszt tymczasowy obok Politechniki Śląskiej [SLK:BT26001:L1800]"
"Gliwice, ul. Ziemięcicka 69 - maszt PTK Centertel [SLK:BT20532:L1800]"
"Gliwice, ul. Zwycięstwa 23 - DH IKAR [SLK:BT22001:L1800]"
"Gliwice, ul. Zwycięstwa 65 [SLK:BT24260:L1800]"
"Gliwice, ul. Zwycięstwa 65 [SLK:BT24260:L1800]"
"Gliwice, ul. Zygmunta Starego 23 - budynek mieszkalno-uslugowy [SLK:BT24261:L1800]"
"Goczałkowice-Zdrój, ul. Główna 50 - kościół [SLK:BT24129:L1800]"
"Gogołowa, ul. Okrężna 14 - maszt Plusa [SLK:BT24275:L1800]"
"Goleszów, ul. Wolności 8 - kościół [SLK:BT22758:L1800]"
"Gostyń, ul. Rybnicka 2 - maszt na budynku przy [928] [SLK:BT22812:L1800]"
"Grodziec, Grodziec 34 - maszt Plusa [SLK:BT24599:L1800]"
"Gródków, ul. Zwyciestwa 2 - maszt Plusa na terenie Tartaku [SLK:BT22037:L1800]"
"Hucisko, istniejący maszt telekomunikacyjny [SLK:BT22276:L900]"
"Imielin, ul. Hallera 39 - maszt PTK Centertel [SLK:BT20367:L1800]"
"Istebna, maszt Emitel - ZRiT - g. Złoty Groń [SLK:BT22347:L1800]"
"Jankowice, ul. Borowikowa - maszt Plusa [SLK:BT24305:L1800]"
"Jankowice, ul. Świerklańska 91 - maszt Plusa teren PHU REMIX [SLK:BT20616:L1800]"
"Jasienica, ul. Kościelna - maszt Plusa przy drodze Bielsko-Cieszyn [SLK:BT22122:L1800]"
"Jastrzębie-Zdrój, ul. Cieszyńska 23 - nowy kościół ewangelicki [SLK:BT20656:L1800]"
"Jastrzębie-Zdrój, ul. Górnicza 1 - maszt Plusa [SLK:BT22271:L1800]"
"Jastrzębie-Zdrój, ul. Harcerska 14B - wieża oświetleniowa stadionu [SLK:BT20655:L1800]"
"Jastrzębie-Zdrój, ul. Jana Pawła II 5 - wieżowiec (11 p.) [SLK:BT20617:L1800]"
"Jastrzębie-Zdrój, ul. Kasztanowa 2 - maszt na budynku [SLK:BT20131:L1800]"
"Jastrzębie-Zdrój, ul. Młyńska - maszt Plusa [SLK:BT22272:L1800]"
"Jastrzębie-Zdrój, ul. Norwida 34 - maszt Plusa [SLK:BT24601:L1800]"
"Jastrzębie-Zdrój, ul. Rybnicka 6c - EC Zofiówka [SLK:BT20129:L1800]"
"Jaworzno, ul. Grunwaldzka 204 [SLK:BT24961:L1800]"
"Jaworzno, ul. Grunwaldzka 275 - maszt Plusa [SLK:BT24094:L1800]"
"Jaworzno, ul. Kolejarzy 81 - dach biurowca Huty Szkła Szczakowa [SLK:BT20511:L1800]"
"Jaworzno, ul. ks. Andrzeja Mroczka - Baza Magazynowa GS - maszt Plusa [SLK:BT22501:L1800]"
"Jaworzno, ul. Narutowicza 1 - dach Komendy Miejskiej Policji [SLK:BT22699:L1800]"
"Jaworzno, ul. Nauczycielska - maszt T-Mobile [SLK:BT22732:L1800]"
"Jaworzno, ul. Promienna 51 - budynek przemysłowy Elektrowni Jaworzno III [SLK:BT24685:L1800]"
"Jaworzno, ul. Starowiejska 5-7 - dach bloku mieszkalnego [SLK:BT20875:L1800]"
"Jaworzno, ul. Tetmajera - maszt Plusa [SLK:BT24095:L1800]"
"Jaworzno, ul. Wojska Polskiego 2 - maszt energetyki [SLK:BT22236:L1800]"
"Jaworzno, ul. Zwycięstwa - wieża telekomunikacyjna [SLK:BT22731:L1800]"
"Jejkowice, ul. Główna 27 - maszt Plusa [SLK:BT24254:L1800]"
"Jeleśnia, maszt Plusa obok torów kolejowych [SLK:BT22349:L1800]"
"Juszczyna, maszt Plusa [SLK:BT24173:L1800]"
"Kalety, maszt PTK Centertel przy oczyszczalni ścieków [SLK:BT20717:L1800]"
"Kalety, Miotek - maszt Plusa [SLK:BT24422:L1800]"
"Kalety, ul. Dworcowa 4 - maszt Plusa [SLK:BT22425:L1800]"
"Katowice, al. Korfantego 36 - dach bloku mieszkalnego [SLK:BT24901:L1800]"
"Katowice, al. Rozdzieńskiego 97 - pylon reklamowy IKEA [SLK:BT20171:L1800]"
"Katowice, Rynek 12 - D.H. Zenit [SLK:BT20859:L1800]"
"Katowice, ul. 3-go Maja 30 - Galeria Katowice [SLK:BT20955:L1800]"
"Katowice, ul. 1 Maja 133 - dach biurowca [SLK:BT20423:L1800]"
"Katowice, ul. 1 Maja 3 - budynek Hotelu Senator [SLK:BT24047:L1800]"
"Katowice, ul. 1. Maja 52 - kościół [SLK:BT20746:L1800]"
"Katowice, ul. 9-go Maja [SLK:BT24905:L1800]"
"Katowice, ul. Astrów 10 - budynek EKO BETON [SLK:BT24562:L1800]"
"Katowice, ul. Batorego 8 - dach budynku mieszkalnego [SLK:BT24240:L1800]"
"Katowice, ul. Bielska - Zajazd Pod Wzgórzem Wandy - maszt Plusa na wzniesieniu [SLK:BT22028:L1800]"
"Katowice, ul. Bocheńskiego 125 - dach salonu Renault [SLK:BT24813:L1800]"
"Katowice, ul. Boya-Zeleńskiego 92 - maszt na bloku (4 p.) [SLK:BT26106:L1800]"
"Katowice, ul. Boya-Żeleńskiego 34 / Migdałowców - kościół [SLK:BT20470:L1800]"
"Siemianowice Śląskie, ul. Wróblewskiego 75 - wieża Emitel - SLR Bytków [SLK:BT22025:L1800]"
"Katowice, ul. Ceglana 4 - biurowiec [SLK:BT22019:L1800]"
"Katowice, ul. Chorzowska 107/111 - Silesia City Center [SLK:BT20170:L1800]"
"Katowice, ul. Chorzowska 107/111 - Silesia City Center - zabytkowa wieża wyciągowa [SLK:BT24473:L1800]"
"Katowice, ul. Chorzowska 160 - wieża kościoła [SLK:BT22672:L1800]"
