LAT;LON;DESC
50.197778;19.148611;Mysàowice, ul. Fabryczna 7 - wieæa telekomunikacyjna [SLK:BT24149:L1800]
50.098333;18.713889;Palowice, ul. Wiejska - maszt Plusa [SLK:BT24558:L1800]
49.977500;18.957222;Pszczyna, ul. G¢rnoòl•ska 11 - komin - teren Patentus [SLK:BT20571:L1800]
50.002778;18.937778;Pszczyna, ul. Myòliwska 9 - maszt Plusa [SLK:BT24577:L1800]
49.988611;18.352500;Rog¢w, ul. Raciborska 40 - wieæa koòcioàa [SLK:BT24365:L900]
50.319444;18.856389;Ruda ól•ska, ul. Piastowska 16 - wieæa koòcioàa p.w. ów. Jacka [SLK:BT20635:L1800]
50.286389;18.876111;Ruda ól•ska, ul. Niedurnego 38c - budynek mieszkalno-usàugowy [SLK:BT20765:L1800]
50.380000;19.143056;Sarn¢w, ul. Spacerowa - maszt Plusa [SLK:BT24153:L1800]
50.737500;19.582222;Skrajniwa, maszt Plusa na wzniesieniu [SLK:BT24122:L900]
50.295278;19.247222;Sosnowiec, ul. Armii Krajowej 77 - koòci¢à [SLK:BT22715:L1800]
50.296667;19.167500;Sosnowiec, ul. St. J©dryczki - sàup energetyczny [SLK:BT22531:L1800]
50.290833;18.918056;ówi©tochàowice, ul. Kubiny 10 - wieæa koòcioàa [SLK:BT24971:L1800]
50.290833;18.918056;ówi©tochàowice, ul. Kubiny 10 - wieæa koòcioàa [SLK:BT24971:L1800]
50.444444;18.855833;Tarnowskie G¢ry, Rynek 11 - wieæa koòcioàa [SLK:BT22645:L1800]
0.000000;0.000000;,  [SLK::L1800]
0.000000;0.000000;,  [SLK::L1800]
49.721944;18.793333;Ustro‰, ul. Cieszy‰ska 49 - maszt wàasny przy SKP [SLK:BT20623:L2600]
49.988889;18.711944;Warszowice, ul. Cieszy‰ska 2 - maszt Plusa [SLK:BT24600:L1800]
49.648056;18.849722;Wisàa, os. Skolnity 10 - maszt Plusa na wzg¢rzu nad miastem [SLK:BT22118:L1800]
50.295278;18.767778;Zabrze, ul. Roosevelta 81 - stadion G¢rnik Zabrze SSA [SLK:BT20576:L1800]
51.015833;18.947222;Zawady, Zawady 14a - maszt wàasny [SLK:BT24613:L1800]
50.033333;18.688056;Ωory, ul. Bory‰ska 45 - koòci¢à òw. Stanisàawa [SLK:BT24559:L1800]
49.683056;19.178611;Ωywiec, ul. Kabaty 4 - komin ciepàowni [SLK:BT22128:L1800]
0.000000;0.000000;,  [SLK::L900]
0.000000;0.000000;,  [SLK::L900]
0.000000;0.000000;,  [SLK::L900]
0.000000;0.000000;,  [SLK::L1800]
0.000000;0.000000;,  [SLK::L1800]
0.000000;0.000000;,  [SLK::L1800]
50.260278;19.045556;Katowice, ul. Bogucicka 5 - dach budynku Uniwersytetu Ekonomicznego [SLK:BT26134:L1800]
50.732222;18.924722;Aleksandria Druga, ul. Miodowa - maszt Plusa [SLK:BT24410:L900]
50.317500;19.131389;B©dzin, ul. 11 Listopada 11 - maszt na budynku mieszkalnym [SLK:BT26012:L1800]
50.320833;19.115278;B©dzin, ul. 9 Maja 7a - blok (12 p.) [SLK:BT20657:L1800]
50.354167;19.088056;B©dzin, ul. Barlickiego - komin starej cegielni [SLK:BT24374:L1800]
50.333889;19.120000;B©dzin, ul. Bursztynowa 2b - warsztat samochodowy Drek-Pol sp. z o.o. [SLK:BT22647:L1800]
50.323056;19.133611;B©dzin, ul. Maàachowskiego 7 [SLK:BT22587:L1800]
50.304444;19.138333;B©dzin, ul. Maàob•dzka 141 - komin elektrociepàowni B©dzin [SLK:BT22032:L1800]
50.345278;19.088889;B©dzin, ul. Nowotki 28 - remiza OSP Grodziec [SLK:BT20675:L1800]
50.320556;19.141667;B©dzin, ul. Promyka 32 [SLK:BT24960:L1800]
50.330556;19.157222;B©dzin, ul. Siemo‰ska 25 - maszt Plusa przy torach kolejowych [SLK:BT22889:L1800]
50.328611;19.161111;B©dzin, ul. Siemo‰ska 4 - dach bloku mieszkalnego [SLK:BT20852:L1800]
49.839444;19.000556;Bielsko-Biaàa, al. gen. Andersa 545 - pylon reklamowy Makro [SLK:BT22390:L1800]
49.817222;19.045000;Bielsko-Biaàa, ul. 1 Maja 26 - dach budynku przemysàowego [SLK:BT22959:L1800]
49.823056;19.050833;Bielsko-Biaàa, ul. 11 Listopada 34 - kamienica (elewacja) [SLK:BT22702:L1800]
49.811111;19.005833;Bielsko-Biaàa, ul. Cieszy‰ska 259 - maszt Plusa [SLK:BT24227:L1800]
49.817500;19.031944;Bielsko-Biaàa, ul. Cieszy‰ska 79 - dach budynku TP S.A. [SLK:BT20638:L1800]
49.844444;19.043056;Bielsko-Biaàa, ul. Graæy‰skiego 141 - Fiat-GM Powertrain - dach budynku [SLK:BT20640:L1800]
49.800833;19.016944;Bielsko-Biaàa, ul. Karpacka 146 - koòci¢à katolicki [SLK:BT20373:L1800]
49.858056;19.043611;Bielsko-Biaàa, ul. Komorowicka 285 - maszt na budynku obok stacji paliw [SLK:BT20020:L1800]
49.826389;19.094722;Bielsko-Biaàa, ul. Krakowska - wieæa PTK Centertel [SLK:BT20644:L1800]
49.821389;19.062778;Bielsko-Biaàa, ul. Krakowska 23 - dach bloku mieszkalnego [SLK:BT22661:L1800]
49.820000;19.087778;Bielsko-Biaàa, ul. ks. Brz¢ski 3 - koòci¢à [SLK:BT24433:L1800]
49.806389;19.082500;Bielsko-Biaàa, ul. Langiewicza - maszt Plusa - teren firmy AQUA [SLK:BT22126:L1800]
49.803333;19.050278;Bielsko-Biaàa, ul. Leszczy‰ska 20 - C.H. Gemini Park [SLK:BT20573:L900]
49.800278;19.055000;Bielsko-Biaàa, ul. Leszczy‰ska 63 [SLK:BT20303:L1800]
49.814722;19.037500;Bielsko-Biaàa, ul. Michaàowicza 12 - budynek handlowo-usàugowy [SLK:BT22663:L1800]
49.826667;18.972500;Bielsko-Biaàa, ul. Mi©dzyrzecka 230 - maszt Plusa [SLK:BT24598:L1800]
49.785000;19.031944;Bielsko-Biaàa, ul. Màodzieæowa 21 - dach Beskidzkiego Centrum Medycznego [SLK:BT24431:L1800]
49.825833;19.047778;Bielsko-Biaàa, ul. Mostowa 5 - Galeria Sfera I [SLK:BT24098:L1800]
49.809444;19.030000;Bielsko-Biaàa, ul. Oòwi©cimska 22 - maszt Plusa [SLK:BT22123:L1800]
49.804444;19.043889;Bielsko-Biaàa, ul. Partyzant¢w 63 - maszt na dachu magazynu Agata Meble [SLK:BT20486:L1800]
49.826111;19.031389;Bielsko-Biaàa, ul. Piastowska 40 - dach Starostwa Powiatowego [SLK:BT24031:L1800]
49.821944;19.018611;Bielsko-Biaàa, ul. Piast¢w ól•skich 10a - dach budynku poprzemysàowego [SLK:BT22664:L1800]
49.833889;19.058611;Bielsko-Biaàa, ul. Piekarska 20 - dach budynku dawnej piekarni [SLK:BT22125:L1800]
49.837222;19.035556;Bielsko-Biaàa, ul. Sarni Stok 27F - maszt na dachu hurtowni EDPOL [SLK:BT24996:L1800]
49.805833;18.987778;Bielsko-Biaàa, ul. Wapienicka 6 - maszt Plusa [SLK:BT22665:L1800]
49.849722;19.091111;Bielsko-Biaàa, ul. Wyzwolenia 336 - koòci¢à [SLK:BT22853:L1800]
49.821389;19.043889;Bielsko-Biaàa, ul. Wzg¢rze 5 - dach budynku Spoàem [SLK:BT22124:L1800]
50.081944;19.162778;Bieru‰, ul. Granitowa 16 - elewacja wieæy wyci•gowej [SLK:BT24018:L1800]
50.084722;19.095000;Bieru‰, ul. Klasztorna - wieæa wodna [SLK:BT22537:L1800]
50.074722;19.082778;Bieru‰, ul. Nobla 1 - komin ZTS Nitron-Erg [SLK:BT20622:L1800]
50.475000;19.642778;Biskupice (Pilica), maszt T-Mobile [SLK:BT24004:L900]
50.770278;18.959444;Blachownia, ul. Dworcowa - maszt Plusa [SLK:BT22256:L1800]
50.058333;19.076944;Bojszowy, ul. Pancerniak¢w 83 - maszt Plusa [SLK:BT24022:L1800]
49.727222;18.927778;Brenna, maszt Emitel TSR [SLK:BT22432:L1800]
50.585556;18.810556;Brusiek, maszt Plusa [SLK:BT22752:L900]
50.510556;18.728889;Brynek, ul. Pyskowicka - maszt Plusa [SLK:BT22209:L1800]
49.732778;19.066944;Buczkowice, ul. Bielska 1191 - maszt T-Mobile [SLK:BT20961:L1800]
49.841111;19.183611;Bujak¢w, ul. Zdrojowa - maszt Plusa [SLK:BT22199:L1800]
50.400556;18.544167;Bycina, maszt Plusa [SLK:BT24494:L1800]
49.764444;19.067222;Bystra, ul. Faàata 2 - dach budynku Specjalistycznego Zespoàu Chor¢b Pàuc i Gru´licy [SLK:BT22127:L1800]
50.352778;18.926667;Bytom, pl. Akademicki 17 - budynek ól•skiej Akademii Medycznej [SLK:BT24398:L1800]
50.345556;18.924722;Bytom, pl. Klasztorny 5 - koòci¢à ów. Wojciecha [SLK:BT24826:L1800]
50.347500;18.908056;Bytom, ul. Batorego 15 - szpital [SLK:BT22671:L1800]
50.355833;18.923889;Bytom, ul. Cheàmo‰skiego 18 - wieæa koòcioàa [SLK:BT20870:L1800]
50.339444;18.935000;Bytom, ul. Chorzowska 21 - koòci¢à [SLK:BT22897:L1800]
50.320833;18.944722;Bytom, ul. Chorzowska 86 - pylon reklamowy Tesco [SLK:BT24768:L1800]
50.325556;18.931389;Bytom, ul. Cyryla i Metodego 38 - przychodnia [SLK:BT22721:L1800]
50.348333;18.845000;Bytom, ul. Energetyki 11 - maszt Plusa ne terenie EC Miechowice [SLK:BT22833:L1800]
50.367500;18.845000;Bytom, ul. Feli‰skiego 26-30 - blok [SLK:BT20846:L1800]
50.348611;18.931944;Bytom, ul. Floria‰ska 2-4 - budynek mieszkalny [SLK:BT24829:L1800]
50.361389;18.849444;Bytom, ul. Frenzla - maszt Plusa na terenie kopalni Miechowice - szyb p¢ànocny [SLK:BT22009:L1800]
50.398889;18.813611;Bytom, ul. Gombrowicza - wieæa ciònie‰ [SLK:BT22934:L1800]
50.342500;18.875556;Bytom, ul. Konstytucji 61 - betonowy komin zakàady Petralana [SLK:BT22906:L1800]
50.347500;18.922500;Bytom, ul. Ks. Karola Kozioàka 3 - koòci¢à [SLK:BT24830:L1800]
50.355000;18.912500;Bytom, ul. Legion¢w 10 - szpital [SLK:BT22928:L1800]
50.397500;18.864722;Bytom, ul. ùokietka 17 - tymczasowy maszt Plusa [SLK:BT22933:L1800]
50.345278;18.916944;Bytom, ul. Moniuszki 9 - kamienica [SLK:BT24238:L1800]
50.349444;18.922500;Bytom, ul. Piàsudskiego 57 / Chrobrego - maszt na budynku [SLK:BT24239:L1800]
50.356111;18.873056;Bytom, ul. Racàawicka 16-18 - budynek mieszkalny [SLK:BT22930:L1800]
50.346111;18.893611;Bytom, ul. Skàadowa 33 - maszt Plusa koào lodowiska Polonia Bytom [SLK:BT22929:L1800]
50.382500;18.879167;Bytom, ul. Strzelc¢w Bytomskich 165 - komin kopalni Powsta‰c¢w ól•skich [SLK:BT24246:L1800]
50.324167;18.926667;Bytom, ul. ówi©tochàowicka 5 - maszt na budynku biurowym [SLK:BT20631:L1800]
50.350556;18.893333;Bytom, ul. Wrocàawska 94 - budynek koào US Bytom [SLK:BT20860:L1800]
50.337222;18.888611;Bytom, ul. Zabrza‰ska 93 - dach internatu [SLK:BT22632:L1800]
50.119444;19.186944;Cheàm ól•ski, ul. Technik¢w 16 - dach bloku mieszkalnego [SLK:BT24006:L1800]
50.281111;18.940833;Chorz¢w, ul. Armii Krajowej 37 - budynek [SLK:BT22945:L1800]
50.305556;18.974444;Chorz¢w, ul. Boæogrobc¢w 31 - wieæa koòcioàa rzym.-kat. p.w. òw. J¢zefa [SLK:BT22946:L1800]
50.305556;18.974444;Chorz¢w, ul. Boæogrobc¢w 31 - wieæa koòcioàa rzym.-kat. p.w. òw. J¢zefa [SLK:BT22946:L1800]
50.266667;18.936667;Chorz¢w, ul. Czempiela 2 - blok [SLK:BT22014:L1800]
50.281389;18.960833;Chorz¢w, ul. Gaàeczki 59 [SLK:BT24699:L1800]
50.320833;18.978056;Chorz¢w, ul. Gà¢wna / Maciejkowicka - strunobetonowy maszt T-Mobile [SLK:BT20270:L1800]
50.283056;18.952500;Chorz¢w, ul. Hajducka 82 - dach budynku (3 p.) [SLK:BT26075:L1800]
50.286944;18.976111;Chorz¢w, ul. Katowicka 10 - strunobetonowy maszt T-Mobile [SLK:BT20461:L1800]
50.305556;18.951111;Chorz¢w, ul. Katowicka 104 - biurowiec Konstal [SLK:BT22023:L2600]
50.291389;18.960278;Chorz¢w, ul. Katowicka 47 - Silesia Office Center [SLK:BT20427:L1800]
50.273056;18.935278;Chorz¢w, ul. Kochanowskiego 15-17 - blok mieszkalny [SLK:BT24701:L1800]
50.296389;18.956667;Chorz¢w, ul. Konopnickiej 1 - dach Teatru Rozrywki [SLK:BT20386:L1800]
50.267222;18.955278;Chorz¢w, ul. Maronia 44 - biurowiec ELKOP [SLK:BT20732:L1800]
50.308333;18.945000;Chorz¢w, ul. Pawàa Dombka 11 [SLK:BT24696:L1800]
50.274722;18.949444;Chorz¢w, ul. Piekarska 1/3 - maszt T-Mobile [SLK:BT20273:L1800]
50.295556;18.952500;Chorz¢w, ul. Powsta‰c¢w 13 - Koòci¢à ewangelicko-augsburski [SLK:BT22619:L1800]
50.306667;18.933889;Chorz¢w, ul. Skàadowa 30 - maszt P4 na terenie serwisu VOLVO [SLK:BT20426:L1800]
50.289444;18.942222;Chorz¢w, ul. Wolnoòci 110/112 [SLK:BT24258:L1800]
50.296111;18.935278;Chorz¢w, ul. Ωoànierzy Wrzeònia 9 - dach bloku mieszkalnego 10p. [SLK:BT24697:L1800]
50.213611;18.776667;Chud¢w, ul. Szkolna 72 - wieæa koòcioàa NMP Kr¢lowej Anioà¢w [SLK:BT24096:L1800]
49.892500;18.815278;Chybie, ul. Cieszy‰ska 6 - maszt Plusa na terenie cukrowni [SLK:BT24128:L1800]
49.742778;18.641389;Cieszyn, ul. Bielska 4 - komin ciepàowni Szpitala ól•skiego [SLK:BT22415:L1800]
49.758889;18.630833;Cieszyn, ul. Bucewicza 18 - Hotel Gambit [SLK:BT24873:L1800]
49.752778;18.655556;Cieszyn, ul. Stawowa 71 - dach wieæowca Elektrometal S.A. [SLK:BT24225:L1800]
49.575278;19.074444;Cisiec, Maàa Barania G¢ra - maszt Plusa [SLK:BT22940:L1800]
49.715556;18.753889;Cisownica, Cisownica 32 - koòci¢à [SLK:BT22760:L1800]
50.965278;19.166667;Cykarzew P¢ànocny, ul. Rumiankowa 14 - maszt Plusa [SLK:BT22927:L1800]
49.848056;19.239167;Czaniec, ul. kard. Karola Wojtyày - maszt Plusa [SLK:BT24306:L1800]
49.873056;19.029167;Czechowice-Dziedzice, ul. Legionow 243a - komin EC (wyæszy) [SLK:BT22121:L1800]
49.913611;18.997500;Czechowice-Dziedzice, ul. Legion¢w 59 - dach budynku przemysàowego [SLK:BT20444:L1800]
49.897500;19.016944;Czechowice-Dziedzice, ul. ùukowa 39 - hotel Goòciniec [SLK:BT24144:L1800]
49.917500;19.003889;Czechowice-Dziedzice, ul. Narutowicza 38 - strunobetonowy maszt Plusa [SLK:BT20443:L1800]
50.321667;19.103333;Czelad´, ul. B©dzi‰ska 80 - maszt reklamowy obok hipermarketu M1 [SLK:BT22030:L1800]
50.302222;19.096667;Czelad´, ul. Nowopogo‰ska 227 - Piaski - budynek firmy PEG (dawna kopalnia Saturn) [SLK:BT22686:L1800]
50.308611;19.083056;Czelad´, ul. Nowopogo‰ska 98 - dach budynku przemysàowego [SLK:BT24969:L1800]
50.300278;19.074722;Czelad´, ul. Saturnowska 5 - maszt Plusa [SLK:BT24375:L1800]
50.316667;19.067500;Czelad´, ul. Sportowa 2 - hala sportowa [SLK:BT22383:L1800]
50.318333;19.062222;Czelad´, ul. Staszica [SLK:BT20729:L1800]
50.326111;19.076111;Czelad´, ul. Szpitalna 40 - Szpital Miejski [SLK:BT20853:L1800]
50.158611;18.668889;Czerwionka-Leszczyny, ul. 3 Maja 44 - Koksownia D©bie‰sko - komin [SLK:BT20887:L1800]
50.813333;19.118611;Cz©stochowa, al. Koòciuszki 6 [SLK:BT24939:L1800]
50.770000;19.163333;Cz©stochowa, al. Wojska Polskiego 82 - maszt Plusa (pd) [SLK:BT22654:L1800]
50.796389;19.119722;Cz©stochowa, ul. 1 Maja 19 - komin Weànopolu [SLK:BT22708:L1800]
50.821389;19.118056;Cz©stochowa, ul. Armii Krajowej 17 [SLK:BT24944:L1800]
50.830278;19.094167;Cz©stochowa, ul. Bialska 101/118 - maszt PTK Centertel [SLK:BT26150:L1800]
50.815278;19.112778;Cz©stochowa, ul. D•browskiego 18 - budynek mieszkalny [SLK:BT22491:L1800]
50.826389;19.118056;Cz©stochowa, ul. Dekabryst¢w 41 [SLK:BT22150:L1800]
50.814444;19.085000;Cz©stochowa, ul. kard. Wyszy‰skiego 54/60 - maszt SLR Emitela [SLK:BT24217:L1800]
50.839444;19.115556;Cz©stochowa, ul. Kisielewskiego 18/28 - komin CSM MLECZGAL [SLK:BT20884:L1800]
50.790556;19.096667;Cz©stochowa, ul. Koòcielna 53/63 - wieæa koòcioàa [SLK:BT20658:L1800]
50.811389;19.127500;Cz©stochowa, ul. Krakowska 4 - kamienica [SLK:BT22474:L1800]
50.840000;19.151944;Cz©stochowa, ul. Kraszewskiego 20/26 [SLK:BT22655:L1800]
50.816111;19.124167;Cz©stochowa, ul. Kr¢tka 27a - maszt na budynku biurowym [SLK:BT24715:L1800]
50.813333;19.104722;Cz©stochowa, ul. Ks.J.Popieàuszki 2 - Hotel Mercure [SLK:BT22066:L1800]
50.785278;19.165556;Cz©stochowa, ul. Kuceli‰ska 22 - maszt Plusa [SLK:BT20249:L1800]
50.808333;19.169444;Cz©stochowa, ul. Legion¢w 63 - budynek TRW [SLK:BT22741:L1800]
50.760833;19.056944;Cz©stochowa, ul. Leòna 3 - maszt PTK Centertel [SLK:BT22978:L1800]
50.807500;19.120000;Cz©stochowa, ul. Orzechowskiego 7 [SLK:BT20537:L1800]
50.773333;19.145833;Cz©stochowa, ul. Palmowa 25A - wieæa Emitela - TON Bàeszno [SLK:BT24147:L1800]
50.799444;19.089722;Cz©stochowa, ul. Podkolejowa 45/47 - maszt Plusa [SLK:BT22149:L1800]
50.871111;19.162778;Cz©stochowa, ul. Poàaniecka/Zielna - komin kotlowni [SLK:BT22062:L1800]
50.796389;19.045833;Cz©stochowa, ul. Przejazdowa 2 - komin Wigolen S.A. [SLK:BT24349:L1800]
50.830833;19.066667;Cz©stochowa, ul. Radomska 4 - maszt Plusa [SLK:BT22148:L1800]
50.794444;19.142500;Cz©stochowa, ul. Rejtana 37/39 - komin MPEC [SLK:BT22065:L1800]
50.780278;19.121111;Cz©stochowa, ul. Rydza-ómigàego 36/38 - maszt Plusa [SLK:BT26070:L1800]
50.805278;19.110833;Cz©stochowa, ul. Sobieskiego 9 - Urz•d Wojew¢dzki [SLK:BT22923:L1800]
50.810000;19.114722;Cz©stochowa, ul. ól•ska 11/13 - Urz•d Miasta [SLK:BT22922:L1800]
50.831944;19.140556;Cz©stochowa, ul. Waày Dwernickiego 293/297 - maszt PTK Centertel [SLK:BT24716:L1800]
50.821389;19.050833;Cz©stochowa, ul. Wr©czycka - maszt T-Mobile [SLK:BT22979:L1800]
50.762778;19.096111;Cz©stochowa, ul. Ωyzna 15 - Przeds. Prod-Usà. EL-SAB Sp. z o.o. [SLK:BT24146:L1800]
50.341111;19.221944;D•browa G¢rnicza, al. Zagà©bia D•browskiego 15 - maszt Plusa przy PKP [SLK:BT24071:L1800]
50.382500;19.244722;D•browa G¢rnicza, al. Zwyci©stwa 97 - komin kotàowni [SLK:BT20551:L1800]
50.332222;19.386944;D•browa G¢rnicza, Okradzion¢w - maszt Plusa przy cmentarzu [SLK:BT22990:L1800]
50.326944;19.188333;D•browa G¢rnicza, pl. Wolnoòci 1 - Paàac Kultury Zagà©bia [SLK:BT22029:L1800]
50.321944;19.183056;D•browa G¢rnicza, ul. 3 Maja 28 - blok mieszkalny [SLK:BT24925:L1800]
50.321389;19.288611;D•browa G¢rnicza, ul. Aleksandra Puszkina 41 - budynek przemysàowy [SLK:BT26051:L1800]
50.379722;19.272778;D•browa G¢rnicza, ul. Chemiczna 6 - komin ERG [SLK:BT22312:L1800]
50.320833;19.175278;D•browa G¢rnicza, ul. Chopina 72 - budynek obok szpitala miejskiego [SLK:BT22589:L1800]
50.331389;19.207778;D•browa G¢rnicza, ul. Graniczna - maszt na budynku vis-a-vis Urz©du Miejskiego [SLK:BT24927:L1800]
50.339722;19.254722;D•browa G¢rnicza, ul. Kasprzaka - pylon reklamowy na terenie firmy KEM [SLK:BT24070:L1800]
50.341667;19.338056;D•browa G¢rnicza, ul. Koksownicza 1 - Koksownia Przyja´‰ [SLK:BT20354:L1800]
50.322222;19.195278;D•browa G¢rnicza, ul. Koàà•taja 24 - maszt na budynku [SLK:BT24926:L1800]
50.332222;19.228333;D•browa G¢rnicza, ul. Kosmonaut¢w 1 - dach bloku mieszkalnego 10p. [SLK:BT24928:L1800]
50.345278;19.265833;D•browa G¢rnicza, ul. Piàsudskiego 92 - Arcelor Mittal [SLK:BT20956:L1800]
50.326667;19.223056;D•browa G¢rnicza, ul. Podlesie 3 - komin byàych zakàad¢w mi©snych [SLK:BT22031:L1800]
50.302778;19.285833;D•browa G¢rnicza, ul. Szaàasowizna 13 - maszt Plusa przy oczyszczalni òciek¢w [SLK:BT22502:L1800]
50.356667;19.426111;D•browa G¢rnicza, ul. Sztorcowa 21 - maszt Plusa [SLK:BT22988:L1800]
50.692222;18.935278;D©bowa G¢ra, D©bowa G¢ra 1 - maszt Plusa [SLK:BT22748:L1800]
49.726389;18.691389;Dzi©giel¢w, Dzi©giel¢w 257 - maszt na budynku Ewangelickiego Domu Opieki EMAUS [SLK:BT22757:L900]
50.870556;19.462500;Garnek, ul. Lisia - maszt Plusa [SLK:BT22984:L900]
50.224167;18.724444;Gieraàtowice, ul. ks. Roboty 48 - maszt Emitel - SLR [SLK:BT20921:L1800]
49.471667;19.169722;Glinka, maszt Emitel - ZRiT - g. Kubies¢wka [SLK:BT22868:L1800]
50.323333;18.657778;Gliwice, ul. Centaura 13-19 - budynek mieszkalny [SLK:BT24109:L1800]
50.297778;18.694444;Gliwice, ul. Chorzowska 3 - maszt na budynku [SLK:BT20874:L1800]
50.280000;18.584722;Gliwice, ul. Daszy‰skiego 550 - wieæa ciònie‰ [SLK:BT22606:L1800]
50.316944;18.597778;Gliwice, ul. Gaudiego 7 - maszt WASKO S.A. na terenie SSE [SLK:BT24472:L1800]
50.308333;18.685556;Gliwice, ul. Grottgera 66 - budynek mieszkalny [SLK:BT24721:L1800]
50.290000;18.666111;Gliwice, ul. Jana Pawàa II 2 - budynek PZU [SLK:BT20539:L900]
50.298056;18.641389;Gliwice, ul. Karolinki 58 - Jednostka Wojskowa [SLK:BT20019:L1800]
50.300000;18.681111;Gliwice, ul. Lipowa 1 - CH Forum [SLK:BT20169:L900]
50.276111;18.659444;Gliwice, ul. Ωurawia 4 - komin [SLK:BT20320:L1800]
50.356667;18.614444;Gliwice, ul. Mechanik¢w 9 - dach biurowca BUMAR LABEDY S.A. [SLK:BT24493:L1800]
50.319444;18.691111;Gliwice, ul. Paderewskiego 54 [SLK:BT24723:L1800]
50.338611;18.641944;Gliwice, ul. Przyszowska 36 [SLK:BT22650:L1800]
50.272500;18.698611;Gliwice, ul. Pszczy‰ska 206 - Carbochem - dach ceglanego budynku [SLK:BT20632:L1800]
50.278333;18.695833;Gliwice, ul. Pszczy‰ska 215 - budynek domu meblowego AGATA [SLK:BT24458:L900]
50.287222;18.672500;Gliwice, ul. Pszczy‰ska 37 - KOMAG [SLK:BT24049:L1800]
50.251667;18.680278;Gliwice, ul. Rolnik¢w 148 - wieæa koòcioàa [SLK:BT22470:L1800]
50.282778;18.663056;Gliwice, ul. Rybnicka 43 - maszt tymczasowy obok BP [SLK:BT22513:L1800]
50.293056;18.729167;Gliwice, ul. Stabika 9 - koòci¢à [SLK:BT22649:L1800]
50.314167;18.673889;Gliwice, ul. Sztabu Powsta‰czego 78 [SLK:BT24722:L1800]
50.310556;18.655833;Gliwice, ul. óliwki 86 - komin SFW Energia [SLK:BT22331:L1800]
50.305278;18.669444;Gliwice, ul. ów. Maàgorzaty 1 - maszt Plusa [SLK:BT24143:L1800]
50.295278;18.660000;Gliwice, ul. ówi©tokrzyska 2 - biurowiec [SLK:BT20213:L1800]
50.313056;18.687778;Gliwice, ul. Tarnog¢rska 129 - drewniana wieæa radiostacji gliwickiej [SLK:BT22002:L1800]
50.292500;18.675000;Gliwice, ul. Wrocàawska 1 - maszt tymczasowy obok Politechniki ól•skiej [SLK:BT26001:L1800]
50.368889;18.653611;Gliwice, ul. Ziemi©cicka 69 - maszt PTK Centertel [SLK:BT20532:L1800]
50.296944;18.670000;Gliwice, ul. Zwyci©stwa 23 - DH IKAR [SLK:BT22001:L1800]
50.298333;18.673611;Gliwice, ul. Zwyci©stwa 65 [SLK:BT24260:L1800]
50.298333;18.673611;Gliwice, ul. Zwyci©stwa 65 [SLK:BT24260:L1800]
50.290556;18.658333;Gliwice, ul. Zygmunta Starego 23 - budynek mieszkalno-uslugowy [SLK:BT24261:L1800]
